Country or Area,Year,Value,Value Footnotes
Afghanistan,2013,1960,
Afghanistan,2012,1940,
Afghanistan,2011,1700,
Afghanistan,2010,1610,
Afghanistan,2009,1500,
Afghanistan,2008,1260,
Afghanistan,2007,1230,
Afghanistan,2006,1080,
Afghanistan,2005,1020,
Afghanistan,2004,920,
Afghanistan,2003,920,
Afghanistan,2002,860,
Albania,2013,10400,
Albania,2012,9930,
Albania,2011,9870,
Albania,2010,9390,
Albania,2009,9330,
Albania,2008,8920,
Albania,2007,7950,
Albania,2006,7410,
Albania,2005,6530,
Albania,2004,5980,
Albania,2003,5490,
Albania,2002,5060,
Albania,2001,4850,
Albania,2000,4370,
Albania,1999,3920,
Albania,1998,3500,
Albania,1997,3050,
Albania,1996,3330,
Albania,1995,2960,
Albania,1994,2500,
Albania,1993,2220,
Albania,1992,1910,
Albania,1991,2040,
Albania,1990,2840,
Algeria,2013,13070,
Algeria,2012,12860,
Algeria,2011,12490,
Algeria,2010,12230,
Algeria,2009,11790,
Algeria,2008,11740,
Algeria,2007,11430,
Algeria,2006,10670,
Algeria,2005,10270,
Algeria,2004,9570,
Algeria,2003,9100,
Algeria,2002,8420,
Algeria,2001,8030,
Algeria,2000,7450,
Algeria,1999,7240,
Algeria,1998,7060,
Algeria,1997,6720,
Algeria,1996,6590,
Algeria,1995,6340,
Algeria,1994,6170,
Algeria,1993,6270,
Algeria,1992,6330,
Algeria,1991,6200,
Algeria,1990,6320,
Angola,2013,7000,
Angola,2012,6580,
Angola,2011,6340,
Angola,2010,6190,
Angola,2009,6160,
Angola,2008,5690,
Angola,2007,5290,
Angola,2006,4240,
Angola,2005,3570,
Angola,2004,3080,
Angola,2003,2820,
Angola,2002,2690,
Angola,2001,2290,
Angola,2000,2190,
Angola,1999,2010,
Angola,1998,2090,
Angola,1997,2050,
Angola,1996,1790,
Angola,1995,1530,
Angola,1994,910,
Angola,1993,1140,
Angola,1992,1540,
Angola,1991,2200,
Angola,1990,2240,
Antigua and Barbuda,2013,20490,
Antigua and Barbuda,2012,20060,
Antigua and Barbuda,2011,19290,
Antigua and Barbuda,2010,19590,
Antigua and Barbuda,2009,20760,
Antigua and Barbuda,2008,23590,
Antigua and Barbuda,2007,23500,
Antigua and Barbuda,2006,21130,
Antigua and Barbuda,2005,18260,
Antigua and Barbuda,2004,16710,
Antigua and Barbuda,2003,15670,
Antigua and Barbuda,2002,14580,
Antigua and Barbuda,2001,14430,
Antigua and Barbuda,2000,14440,
Antigua and Barbuda,1999,14030,
Antigua and Barbuda,1998,13640,
Antigua and Barbuda,1997,13220,
Antigua and Barbuda,1996,12190,
Antigua and Barbuda,1995,11850,
Antigua and Barbuda,1994,12460,
Antigua and Barbuda,1993,11800,
Antigua and Barbuda,1992,10950,
Antigua and Barbuda,1991,10690,
Antigua and Barbuda,1990,9810,
Arab World,2013,16142,
Arab World,2012,15846,
Arab World,2011,14996,
Arab World,2010,14284,
Arab World,2009,13853,
Arab World,2008,13824,
Arab World,2007,13133,
Arab World,2006,12357,
Arab World,2005,11369,
Arab World,2004,10591,
Arab World,2003,9832,
Arab World,2002,9257,
Arab World,2001,9225,
Arab World,2000,8966,
Arab World,1999,8612,
Arab World,1998,8552,
Arab World,1997,8260,
Arab World,1996,7943,
Arab World,1995,7655,
Arab World,1994,7488,
Arab World,1993,7357,
Arab World,1992,7220,
Arab World,1991,6930,
Arab World,1990,6581,
Argentina,2013,,2
Argentina,2012,,2
Argentina,2011,,2
Argentina,2010,,2
Argentina,2009,,2
Argentina,2008,,2
Argentina,2007,,2
Armenia,2013,8180,
Armenia,2012,7740,
Armenia,2011,7050,
Armenia,2010,6690,
Armenia,2009,6410,
Armenia,2008,7510,
Armenia,2007,6830,
Armenia,2006,5790,
Armenia,2005,4910,
Armenia,2004,4120,
Armenia,2003,3630,
Armenia,2002,3120,
Armenia,2001,2690,
Armenia,2000,2380,
Armenia,1999,2190,
Armenia,1998,2080,
Armenia,1997,1950,
Armenia,1996,1780,
Armenia,1995,1580,
Armenia,1994,1420,
Armenia,1993,1180,
Armenia,1992,1130,
Armenia,1991,2220,
Armenia,1990,2330,
Australia,2013,42450,
Australia,2012,41570,
Australia,2011,40030,
Australia,2010,37530,
Australia,2009,38800,
Australia,2008,35960,
Australia,2007,34950,
Australia,2006,32940,
Australia,2005,31360,
Australia,2004,30420,
Australia,2003,28940,
Australia,2002,27910,
Australia,2001,26660,
Australia,2000,25560,
Australia,1999,24480,
Australia,1998,23520,
Australia,1997,22130,
Australia,1996,21290,
Australia,1995,20310,
Australia,1994,19640,
Australia,1993,18720,
Australia,1992,17560,
Australia,1991,17100,
Australia,1990,16810,
Austria,2013,45450,
Austria,2012,45110,
Austria,2011,44440,
Austria,2010,42050,
Austria,2009,40670,
Austria,2008,41370,
Austria,2007,39100,
Austria,2006,37770,
Austria,2005,34580,
Austria,2004,33730,
Austria,2003,32100,
Austria,2002,31110,
Austria,2001,29470,
Austria,2000,29290,
Austria,1999,27500,
Austria,1998,26610,
Austria,1997,25470,
Austria,1996,24580,
Austria,1995,23570,
Austria,1994,22640,
Austria,1993,21760,
Austria,1992,21310,
Austria,1991,20570,
Austria,1990,19540,
Azerbaijan,2013,16180,
Azerbaijan,2012,14870,
Azerbaijan,2011,14590,
Azerbaijan,2010,14600,
Azerbaijan,2009,13720,
Azerbaijan,2008,12310,
Azerbaijan,2007,10560,
Azerbaijan,2006,8570,
Azerbaijan,2005,6280,
Azerbaijan,2004,5100,
Azerbaijan,2003,4650,
Azerbaijan,2002,4120,
Azerbaijan,2001,3710,
Azerbaijan,2000,3340,
Azerbaijan,1999,3110,
Azerbaijan,1998,2900,
Azerbaijan,1997,2630,
Azerbaijan,1996,2430,
Azerbaijan,1995,2410,
Azerbaijan,1994,2720,
Azerbaijan,1993,3360,
"Bahamas, The",2013,22700,
"Bahamas, The",2012,22490,
"Bahamas, The",2011,22270,
"Bahamas, The",2010,21880,
"Bahamas, The",2009,21830,
"Bahamas, The",2008,23260,
"Bahamas, The",2007,23540,
"Bahamas, The",2006,23080,
"Bahamas, The",2005,22250,
"Bahamas, The",2004,21410,
"Bahamas, The",2003,21030,
"Bahamas, The",2002,21210,
"Bahamas, The",2001,20740,
"Bahamas, The",2000,20150,
"Bahamas, The",1999,19250,
"Bahamas, The",1998,18120,
"Bahamas, The",1997,16780,
"Bahamas, The",1996,20730,
"Bahamas, The",1995,18290,
"Bahamas, The",1994,17380,
"Bahamas, The",1993,16820,
"Bahamas, The",1992,16940,
"Bahamas, The",1991,17120,
"Bahamas, The",1990,17600,
Bahrain,2012,35760,
Bahrain,2011,34890,
Bahrain,2010,36070,
Bahrain,2009,35380,
Bahrain,2008,39350,
Bahrain,2007,40190,
Bahrain,2006,38960,
Bahrain,2005,38190,
Bahrain,2004,36460,
Bahrain,2003,35230,
Bahrain,2002,33970,
Bahrain,2001,34520,
Bahrain,2000,34840,
Bahrain,1999,33160,
Bahrain,1998,33030,
Bahrain,1997,31870,
Bahrain,1996,32400,
Bahrain,1995,31240,
Bahrain,1994,29200,
Bahrain,1993,29580,
Bahrain,1992,27430,
Bahrain,1991,26670,
Bahrain,1990,19180,
Bangladesh,2013,3190,
Bangladesh,2012,3010,
Bangladesh,2011,2790,
Bangladesh,2010,2600,
Bangladesh,2009,2460,
Bangladesh,2008,2340,
Bangladesh,2007,2160,
Bangladesh,2006,1980,
Bangladesh,2005,1810,
Bangladesh,2004,1680,
Bangladesh,2003,1570,
Bangladesh,2002,1470,
Bangladesh,2001,1390,
Bangladesh,2000,1320,
Bangladesh,1999,1240,
Bangladesh,1998,1180,
Bangladesh,1997,1140,
Bangladesh,1996,1080,
Bangladesh,1995,1030,
Bangladesh,1994,990,
Bangladesh,1993,940,
Bangladesh,1992,900,
Bangladesh,1991,850,
Bangladesh,1990,820,
Barbados,2012,15090,
Barbados,2011,14930,
Barbados,2010,14650,
Barbados,2009,14260,
Barbados,2008,14640,
Barbados,2007,14570,
Barbados,2006,13770,
Barbados,2005,12900,
Barbados,2004,12220,
Barbados,2003,11690,
Barbados,2002,11340,
Barbados,2001,11170,
Barbados,2000,11310,
Barbados,1999,10870,
Barbados,1998,10530,
Barbados,1997,10030,
Barbados,1996,9250,
Barbados,1995,8970,
Barbados,1994,8720,
Barbados,1993,8250,
Barbados,1992,8050,
Barbados,1991,8260,
Barbados,1990,8240,
Belarus,2013,16950,
Belarus,2012,16810,
Belarus,2011,16410,
Belarus,2010,15060,
Belarus,2009,13760,
Belarus,2008,13730,
Belarus,2007,12230,
Belarus,2006,10990,
Belarus,2005,9680,
Belarus,2004,8510,
Belarus,2003,7380,
Belarus,2002,6690,
Belarus,2001,6220,
Belarus,2000,5760,
Belarus,1999,5310,
Belarus,1998,5030,
Belarus,1997,4570,
Belarus,1996,4030,
Belarus,1995,3840,
Belarus,1994,4190,
Belarus,1993,4650,
Belarus,1992,4920,
Belarus,1991,5340,
Belarus,1990,5230,
Belgium,2013,41240,
Belgium,2012,41800,
Belgium,2011,41440,
Belgium,2010,39950,
Belgium,2009,37680,
Belgium,2008,38620,
Belgium,2007,37020,
Belgium,2006,35530,
Belgium,2005,33310,
Belgium,2004,32320,
Belgium,2003,31520,
Belgium,2002,31220,
Belgium,2001,29680,
Belgium,2000,28960,
Belgium,1999,26460,
Belgium,1998,25370,
Belgium,1997,24840,
Belgium,1996,23760,
Belgium,1995,23310,
Belgium,1994,22400,
Belgium,1993,21150,
Belgium,1992,20740,
Belgium,1991,20050,
Belgium,1990,19060,
Belize,2013,7870,
Belize,2012,7790,
Belize,2011,7640,
Belize,2010,7250,
Belize,2009,7350,
Belize,2008,7000,
Belize,2007,6810,
Belize,2006,6880,
Belize,2005,6550,
Belize,2004,7920,
Belize,2003,7390,
Belize,2002,6720,
Belize,2001,6550,
Belize,2000,6180,
Belize,1999,4800,
Belize,1998,4550,
Belize,1997,4500,
Belize,1996,4390,
Belize,1995,4370,
Belize,1994,4340,
Belize,1993,4340,
Belize,1992,4070,
Belize,1991,3650,
Belize,1990,3290,
Benin,2013,1780,
Benin,2012,1700,
Benin,2011,1640,
Benin,2010,1590,
Benin,2009,1580,
Benin,2008,1580,
Benin,2007,1520,
Benin,2006,1450,
Benin,2005,1400,
Benin,2004,1360,
Benin,2003,1320,
Benin,2002,1290,
Benin,2001,1270,
Benin,2000,1200,
Benin,1999,1150,
Benin,1998,1110,
Benin,1997,1080,
Benin,1996,1030,
Benin,1995,1000,
Benin,1994,950,
Benin,1993,950,
Benin,1992,900,
Benin,1991,900,
Benin,1990,860,
Bermuda,2012,66430,
Bermuda,2011,66640,
Bermuda,2010,69270,
Bermuda,2009,69980,
Bermuda,2008,74770,
Bermuda,2007,75090,
Bermuda,1995,30680,
Bermuda,1994,29000,
Bermuda,1993,28420,
Bermuda,1992,27090,
Bermuda,1991,26510,
Bermuda,1990,26520,
Bhutan,2013,6920,
Bhutan,2012,6700,
Bhutan,2011,6480,
Bhutan,2010,6030,
Bhutan,2009,5510,
Bhutan,2008,5300,
Bhutan,2007,5120,
Bhutan,2006,4360,
Bhutan,2005,4010,
Bhutan,2004,3690,
Bhutan,2003,3490,
Bhutan,2002,3290,
Bhutan,2001,3060,
Bhutan,2000,2850,
Bhutan,1999,2220,
Bhutan,1998,2140,
Bhutan,1997,2200,
Bhutan,1996,2030,
Bhutan,1995,1880,
Bhutan,1994,1800,
Bhutan,1993,1610,
Bhutan,1992,1490,
Bhutan,1991,1420,
Bhutan,1990,1410,
Bolivia,2013,5750,
Bolivia,2012,5410,
Bolivia,2011,5200,
Bolivia,2010,4940,
Bolivia,2009,4790,
Bolivia,2008,4710,
Bolivia,2007,4400,
Bolivia,2006,4180,
Bolivia,2005,3920,
Bolivia,2004,3680,
Bolivia,2003,3530,
Bolivia,2002,3480,
Bolivia,2001,3410,
Bolivia,2000,3340,
Bolivia,1999,3260,
Bolivia,1998,3290,
Bolivia,1997,3140,
Bolivia,1996,3020,
Bolivia,1995,2870,
Bolivia,1994,2750,
Bolivia,1993,2620,
Bolivia,1992,2520,
Bolivia,1991,2450,
Bolivia,1990,2300,
Bosnia and Herzegovina,2013,9660,
Bosnia and Herzegovina,2012,9440,
Bosnia and Herzegovina,2011,9320,
Bosnia and Herzegovina,2010,8890,
Bosnia and Herzegovina,2009,8820,
Bosnia and Herzegovina,2008,8890,
Bosnia and Herzegovina,2007,8030,
Bosnia and Herzegovina,2006,7310,
Bosnia and Herzegovina,2005,6420,
Bosnia and Herzegovina,2004,5960,
Bosnia and Herzegovina,2003,5520,
Bosnia and Herzegovina,2002,5260,
Bosnia and Herzegovina,2001,5020,
Bosnia and Herzegovina,2000,4820,
Bosnia and Herzegovina,1999,4760,
Bosnia and Herzegovina,1998,4570,
Bosnia and Herzegovina,1997,3160,
Bosnia and Herzegovina,1996,2300,
Bosnia and Herzegovina,1995,1120,
Bosnia and Herzegovina,1994,870,
Botswana,2013,15640,
Botswana,2012,14820,
Botswana,2011,13950,
Botswana,2010,12560,
Botswana,2009,11720,
Botswana,2008,12300,
Botswana,2007,11600,
Botswana,2006,10400,
Botswana,2005,9370,
Botswana,2004,8560,
Botswana,2003,8320,
Botswana,2002,7610,
Botswana,2001,8010,
Botswana,2000,7650,
Botswana,1999,7560,
Botswana,1998,7460,
Botswana,1997,7090,
Botswana,1996,6440,
Botswana,1995,6410,
Botswana,1994,5740,
Botswana,1993,6290,
Botswana,1992,5940,
Botswana,1991,5740,
Botswana,1990,5090,
Brazil,2013,14750,
Brazil,2012,14350,
Brazil,2011,14030,
Brazil,2010,13510,
Brazil,2009,12500,
Brazil,2008,12510,
Brazil,2007,11810,
Brazil,2006,10910,
Brazil,2005,10240,
Brazil,2004,9720,
Brazil,2003,9040,
Brazil,2002,8850,
Brazil,2001,8610,
Brazil,2000,8490,
Brazil,1999,8040,
Brazil,1998,8110,
Brazil,1997,8170,
Brazil,1996,7920,
Brazil,1995,7730,
Brazil,1994,7350,
Brazil,1993,6880,
Brazil,1992,6560,
Brazil,1991,6520,
Brazil,1990,6300,
Brunei Darussalam,2009,68010,
Brunei Darussalam,2008,69740,
Brunei Darussalam,2007,71070,
Brunei Darussalam,2006,70010,
Brunei Darussalam,2005,66280,
Brunei Darussalam,2004,65210,
Brunei Darussalam,2003,64420,
Brunei Darussalam,2002,62660,
Brunei Darussalam,2001,60690,
Brunei Darussalam,2000,59030,
Brunei Darussalam,1999,57380,
Brunei Darussalam,1998,56150,
Brunei Darussalam,1997,57180,
Brunei Darussalam,1996,58450,
Brunei Darussalam,1995,57220,
Brunei Darussalam,1994,55070,
Brunei Darussalam,1993,53720,
Brunei Darussalam,1992,53800,
Brunei Darussalam,1991,51650,
Brunei Darussalam,1990,49870,
Bulgaria,2013,15210,
Bulgaria,2012,15160,
Bulgaria,2011,14590,
Bulgaria,2010,14240,
Bulgaria,2009,13930,
Bulgaria,2008,13860,
Bulgaria,2007,12020,
Bulgaria,2006,10950,
Bulgaria,2005,9980,
Bulgaria,2004,9200,
Bulgaria,2003,8530,
Bulgaria,2002,7920,
Bulgaria,2001,6990,
Bulgaria,2000,6290,
Bulgaria,1999,5770,
Bulgaria,1998,6000,
Bulgaria,1997,5240,
Bulgaria,1996,5070,
Bulgaria,1995,5360,
Bulgaria,1994,5150,
Bulgaria,1993,4950,
Bulgaria,1992,4870,
Bulgaria,1991,4640,
Bulgaria,1990,4980,
Burkina Faso,2013,1440,
Burkina Faso,2012,1480,
Burkina Faso,2011,1430,
Burkina Faso,2010,1440,
Burkina Faso,2009,1320,
Burkina Faso,2008,1310,
Burkina Faso,2007,1250,
Burkina Faso,2006,1200,
Burkina Faso,2005,1130,
Burkina Faso,2004,1030,
Burkina Faso,2003,990,
Burkina Faso,2002,930,
Burkina Faso,2001,900,
Burkina Faso,2000,850,
Burkina Faso,1999,840,
Burkina Faso,1998,800,
Burkina Faso,1997,760,
Burkina Faso,1996,720,
Burkina Faso,1995,650,
Burkina Faso,1994,620,
Burkina Faso,1993,620,
Burkina Faso,1992,600,
Burkina Faso,1991,600,
Burkina Faso,1990,550,
Burundi,2013,770,
Burundi,2012,750,
Burundi,2011,730,
Burundi,2010,710,
Burundi,2009,690,
Burundi,2008,690,
Burundi,2007,670,
Burundi,2006,640,
Burundi,2005,610,
Burundi,2004,590,
Burundi,2003,570,
Burundi,2002,590,
Burundi,2001,580,
Burundi,2000,580,
Burundi,1999,570,
Burundi,1998,580,
Burundi,1997,550,
Burundi,1996,550,
Burundi,1995,600,
Burundi,1994,650,
Burundi,1993,680,
Burundi,1992,720,
Burundi,1991,710,
Burundi,1990,670,
Cambodia,2013,2890,
Cambodia,2012,2710,
Cambodia,2011,2530,
Cambodia,2010,2340,
Cambodia,2009,2230,
Cambodia,2008,2250,
Cambodia,2007,2090,
Cambodia,2006,1870,
Cambodia,2005,1660,
Cambodia,2004,1450,
Cambodia,2003,1310,
Cambodia,2002,1190,
Cambodia,2001,1130,
Cambodia,2000,1050,
Cambodia,1999,970,
Cambodia,1998,880,
Cambodia,1997,860,
Cambodia,1996,810,
Cambodia,1995,780,
Cameroon,2013,2770,
Cameroon,2012,2660,
Cameroon,2011,2580,
Cameroon,2010,2490,
Cameroon,2009,2460,
Cameroon,2008,2420,
Cameroon,2007,2360,
Cameroon,2006,2300,
Cameroon,2005,2190,
Cameroon,2004,2140,
Cameroon,2003,2030,
Cameroon,2002,1920,
Cameroon,2001,1840,
Cameroon,2000,1780,
Cameroon,1999,1750,
Cameroon,1998,1700,
Cameroon,1997,1620,
Cameroon,1996,1560,
Cameroon,1995,1500,
Cameroon,1994,1450,
Cameroon,1993,1440,
Cameroon,1992,1570,
Cameroon,1991,1620,
Cameroon,1990,1710,
Canada,2013,42610,
Canada,2012,41170,
Canada,2011,40570,
Canada,2010,39200,
Canada,2009,38060,
Canada,2008,39500,
Canada,2007,38700,
Canada,2006,37260,
Canada,2005,35230,
Canada,2004,32900,
Canada,2003,31240,
Canada,2002,29850,
Canada,2001,29160,
Canada,2000,28240,
Canada,1999,26650,
Canada,1998,25210,
Canada,1997,24160,
Canada,1996,22990,
Canada,1995,22390,
Canada,1994,21500,
Canada,1993,20300,
Canada,1992,19530,
Canada,1991,19180,
Canada,1990,19150,
Cape Verde,2013,6210,
Cape Verde,2012,6090,
Cape Verde,2011,5960,
Cape Verde,2010,5620,
Cape Verde,2009,5600,
Cape Verde,2008,5640,
Cape Verde,2007,5230,
Cape Verde,2006,4350,
Cape Verde,2005,3960,
Cape Verde,2004,3680,
Cape Verde,2003,3300,
Cape Verde,2002,3140,
Cape Verde,2001,3030,
Cape Verde,2000,2910,
Cape Verde,1999,2570,
Cape Verde,1998,2330,
Cape Verde,1997,2100,
Cape Verde,1996,1890,
Cape Verde,1995,1710,
Cape Verde,1994,1510,
Cape Verde,1993,1280,
Cape Verde,1992,1190,
Cape Verde,1991,1070,
Cape Verde,1990,1050,
Caribbean small states,2013,13650,
Caribbean small states,2012,13332,
Caribbean small states,2011,13000,
Caribbean small states,2010,13158,
Caribbean small states,2009,12979,
Caribbean small states,2008,13510,
Caribbean small states,2007,13079,
Caribbean small states,2006,12888,
Caribbean small states,2005,10967,
Caribbean small states,2004,10328,
Caribbean small states,2003,9459,
Caribbean small states,2002,8662,
Caribbean small states,2001,8102,
Caribbean small states,2000,7845,
Caribbean small states,1999,7474,
Caribbean small states,1998,7243,
Caribbean small states,1997,7033,
Caribbean small states,1996,6965,
Caribbean small states,1995,6624,
Caribbean small states,1994,6338,
Caribbean small states,1993,6120,
Caribbean small states,1992,5678,
Caribbean small states,1991,5510,
Caribbean small states,1990,5264,
Central African Republic,2013,600,
Central African Republic,2012,950,
Central African Republic,2011,910,
Central African Republic,2010,880,
Central African Republic,2009,830,
Central African Republic,2008,770,
Central African Republic,2007,740,
Central African Republic,2006,680,
Central African Republic,2005,620,
Central African Republic,2004,610,
Central African Republic,2003,570,
Central African Republic,2002,600,
Central African Republic,2001,580,
Central African Republic,2000,550,
Central African Republic,1999,560,
Central African Republic,1998,540,
Central African Republic,1997,520,
Central African Republic,1996,500,
Central African Republic,1995,520,
Central African Republic,1994,480,
Central African Republic,1993,470,
Central African Republic,1992,470,
Central African Republic,1991,500,
Central African Republic,1990,500,
Chad,2013,2000,
Chad,2012,1940,
Chad,2011,1850,
Chad,2010,1850,
Chad,2009,1640,
Chad,2008,1640,
Chad,2007,1620,
Chad,2006,1660,
Chad,2005,1380,
Chad,2004,1100,
Chad,2003,710,
Chad,2002,330,
Chad,2001,700,
Chad,2000,730,
Chad,1999,800,
Chad,1998,820,
Chad,1997,790,
Chad,1996,760,
Chad,1995,760,
Chad,1994,760,
Chad,1993,680,
Chad,1992,840,
Chad,1991,780,
Chad,1990,710,
Chile,2013,21030,
Chile,2012,20140,
Chile,2011,19040,
Chile,2010,17010,
Chile,2009,14840,
Chile,2008,14950,
Chile,2007,14660,
Chile,2006,13400,
Chile,2005,11700,
Chile,2004,10880,
Chile,2003,10320,
Chile,2002,9940,
Chile,2001,9720,
Chile,2000,9320,
Chile,1999,8420,
Chile,1998,8540,
Chile,1997,8180,
Chile,1996,7600,
Chile,1995,6950,
Chile,1994,6140,
Chile,1993,5790,
Chile,1992,5290,
Chile,1991,4590,
Chile,1990,4140,
China,2013,11850,
China,2012,10920,
China,2011,9940,
China,2010,9000,
China,2009,8110,
China,2008,7470,
China,2007,6690,
China,2006,5710,
China,2005,4920,
China,2004,4330,
China,2003,3840,
China,2002,3430,
China,2001,3100,
China,2000,2830,
China,1999,2570,
China,1998,2360,
China,1997,2200,
China,1996,1990,
China,1995,1790,
China,1994,1630,
China,1993,1420,
China,1992,1240,
China,1991,1070,
China,1990,970,
Colombia,2013,11960,
Colombia,2012,11360,
Colombia,2011,10810,
Colombia,2010,10150,
Colombia,2009,9810,
Colombia,2008,9680,
Colombia,2007,9320,
Colombia,2006,8640,
Colombia,2005,7970,
Colombia,2004,7500,
Colombia,2003,7040,
Colombia,2002,6800,
Colombia,2001,6650,
Colombia,2000,6520,
Colombia,1999,6240,
Colombia,1998,6530,
Colombia,1997,6510,
Colombia,1996,6300,
Colombia,1995,6200,
Colombia,1994,5870,
Colombia,1993,5450,
Colombia,1992,5250,
Colombia,1991,4970,
Colombia,1990,4760,
Comoros,2013,1490,
Comoros,2012,1460,
Comoros,2011,1420,
Comoros,2010,1380,
Comoros,2009,1360,
Comoros,2008,1350,
Comoros,2007,1340,
Comoros,2006,1320,
Comoros,2005,1280,
Comoros,2004,1240,
Comoros,2003,1210,
Comoros,2002,1200,
Comoros,2001,1190,
Comoros,2000,1070,
Comoros,1999,1050,
Comoros,1998,1040,
Comoros,1997,1050,
Comoros,1996,1020,
Comoros,1995,1040,
Comoros,1994,1000,
Comoros,1993,1070,
Comoros,1992,1040,
Comoros,1991,950,
Comoros,1990,990,
"Congo, Dem. Rep.",2013,740,
"Congo, Dem. Rep.",2012,710,
"Congo, Dem. Rep.",2011,680,
"Congo, Dem. Rep.",2010,640,
"Congo, Dem. Rep.",2009,610,
"Congo, Dem. Rep.",2008,590,
"Congo, Dem. Rep.",2007,580,
"Congo, Dem. Rep.",2006,550,
"Congo, Dem. Rep.",2005,510,
"Congo, Dem. Rep.",2004,490,
"Congo, Dem. Rep.",2003,460,
"Congo, Dem. Rep.",2002,440,
"Congo, Dem. Rep.",2001,420,
"Congo, Dem. Rep.",2000,450,
"Congo, Dem. Rep.",1999,440,
"Congo, Dem. Rep.",1998,480,
"Congo, Dem. Rep.",1997,490,
"Congo, Dem. Rep.",1996,530,
"Congo, Dem. Rep.",1995,490,
"Congo, Dem. Rep.",1994,510,
"Congo, Dem. Rep.",1993,570,
"Congo, Dem. Rep.",1992,650,
"Congo, Dem. Rep.",1991,700,
"Congo, Rep.",2013,4600,
"Congo, Rep.",2012,4420,
"Congo, Rep.",2011,4140,
"Congo, Rep.",2010,4070,
"Congo, Rep.",2009,3690,
"Congo, Rep.",2008,3570,
"Congo, Rep.",2007,3180,
"Congo, Rep.",2006,3110,
"Congo, Rep.",2005,2940,
"Congo, Rep.",2004,2780,
"Congo, Rep.",2003,2910,
"Congo, Rep.",2002,2830,
"Congo, Rep.",2001,2670,
"Congo, Rep.",2000,2590,
"Congo, Rep.",1999,2390,
"Congo, Rep.",1998,2700,
"Congo, Rep.",1997,2500,
"Congo, Rep.",1996,2030,
"Congo, Rep.",1995,2000,
"Congo, Rep.",1994,2850,
"Congo, Rep.",1993,2850,
"Congo, Rep.",1992,3130,
"Congo, Rep.",1991,2930,
"Congo, Rep.",1990,2830,
Costa Rica,2013,13570,
Costa Rica,2012,13150,
Costa Rica,2011,12510,
Costa Rica,2010,11830,
Costa Rica,2009,11110,
Costa Rica,2008,11570,
Costa Rica,2007,11010,
Costa Rica,2006,10440,
Costa Rica,2005,9360,
Costa Rica,2004,8600,
Costa Rica,2003,8000,
Costa Rica,2002,7650,
Costa Rica,2001,7360,
Costa Rica,2000,6990,
Costa Rica,1999,6590,
Costa Rica,1998,6720,
Costa Rica,1997,6380,
Costa Rica,1996,6110,
Costa Rica,1995,6080,
Costa Rica,1994,5910,
Costa Rica,1993,5590,
Costa Rica,1992,5210,
Costa Rica,1991,4730,
Costa Rica,1990,4580,
Cote d&apos;Ivoire,2013,3090,
Cote d&apos;Ivoire,2012,2880,
Cote d&apos;Ivoire,2011,2600,
Cote d&apos;Ivoire,2010,2730,
Cote d&apos;Ivoire,2009,2690,
Cote d&apos;Ivoire,2008,2640,
Cote d&apos;Ivoire,2007,2560,
Cote d&apos;Ivoire,2006,2490,
Cote d&apos;Ivoire,2005,2420,
Cote d&apos;Ivoire,2004,2330,
Cote d&apos;Ivoire,2003,2250,
Cote d&apos;Ivoire,2002,2250,
Cote d&apos;Ivoire,2001,2280,
Cote d&apos;Ivoire,2000,2250,
Cote d&apos;Ivoire,1999,2340,
Cote d&apos;Ivoire,1998,2340,
Cote d&apos;Ivoire,1997,2260,
Cote d&apos;Ivoire,1996,2130,
Cote d&apos;Ivoire,1995,1970,
Cote d&apos;Ivoire,1994,1850,
Cote d&apos;Ivoire,1993,1790,
Cote d&apos;Ivoire,1992,1810,
Cote d&apos;Ivoire,1991,1820,
Cote d&apos;Ivoire,1990,1780,
Croatia,2013,20830,
Croatia,2012,20480,
Croatia,2011,20010,
Croatia,2010,18440,
Croatia,2009,18780,
Croatia,2008,19900,
Croatia,2007,18540,
Croatia,2006,16630,
Croatia,2005,15210,
Croatia,2004,14410,
Croatia,2003,13200,
Croatia,2002,12540,
Croatia,2001,11580,
Croatia,2000,10850,
Croatia,1999,9890,
Croatia,1998,10150,
Croatia,1997,9720,
Croatia,1996,9110,
Croatia,1995,8110,
Cuba,2011,18520,
Cuba,2010,17660,
Cuba,2009,17020,
Cuba,2008,16630,
Cuba,2007,15650,
Cuba,2006,14280,
Cuba,2005,12330,
Cuba,2004,10740,
Cuba,2003,9920,
Cuba,2002,9370,
Cuba,2001,9150,
Cuba,2000,8660,
Cuba,1999,8040,
Cuba,1998,7500,
Cuba,1997,7420,
Cuba,1996,7120,
Cuba,1995,6490,
Cuba,1994,6280,
Cuba,1993,6140,
Cuba,1992,7090,
Cuba,1991,7870,
Cuba,1990,8570,
Cyprus,2013,27630,
Cyprus,2012,28850,
Cyprus,2011,30800,
Cyprus,2010,29990,
Cyprus,2009,30170,
Cyprus,2008,31190,
Cyprus,2007,26380,
Cyprus,2006,25080,
Cyprus,2005,23400,
Cyprus,2004,22210,
Cyprus,2003,21350,
Cyprus,2002,20670,
Cyprus,2001,19800,
Cyprus,2000,18180,
Cyprus,1999,17360,
Cyprus,1998,18220,
Cyprus,1997,15790,
Cyprus,1996,15470,
Cyprus,1995,15090,
Cyprus,1994,14680,
Cyprus,1993,13900,
Cyprus,1992,13790,
Cyprus,1991,12710,
Cyprus,1990,12520,
